"","fecha","rank","artista","cancion"
"33144",2024-01-20,44,"Kenya Grace","Strangers"
"33145",2024-01-20,45,"Dan + Shay","Save Me The Trouble"
"33146",2024-01-20,46,"Sabrina Carpenter","Feather"
"33147",2024-01-20,47,"Drake","You Broke My Heart"
"33148",2024-01-20,48,"Luke Combs","Where The Wild Things Are"
"33149",2024-01-20,49,"Bad Bunny","Monaco"
"33150",2024-01-20,50,"Olivia Rodrigo","Get Him Back!"
"33151",2024-01-20,51,"Drake Featuring Yeat","IDGAF"
"33152",2024-01-20,52,"Parker McCollum","Burn It Down"
"33153",2024-01-20,53,"Fuerza Regida & Marshmello","Harley Quinn"
"33154",2024-01-20,54,"Peso Pluma & Anitta","Bellakeo"
"33155",2024-01-20,55,"Xavi","La Victima"
"33156",2024-01-20,56,"Lil Tecca","500lbs"
"33157",2024-01-20,57,"Zach Bryan Featuring The War And Treaty","Hey Driver"
"33158",2024-01-20,58,"Sophie Ellis-Bextor","Murder On The Dancefloor"
"33159",2024-01-20,59,"Kane Brown","I Can Feel It"
"33160",2024-01-20,60,"Riley Green Featuring Luke Combs","Different 'Round Here"
"33161",2024-01-20,61,"The Weeknd, Jennie & Lily-Rose Depp","One Of The Girls"
"33162",2024-01-20,62,"Morgan Wallen Featuring Eric Church","Man Made A Bar"
"33163",2024-01-20,63,"Olivia Rodrigo","Can't Catch Me Now"
"33164",2024-01-20,64,"Chayce Beckham","23"
"33165",2024-01-20,65,"BigXthaPlug","Mmhmm"
"33166",2024-01-20,66,"310babii","Soak City"
"33167",2024-01-20,67,"Carly Pearce Featuring Chris Stapleton","We Don't Fight Anymore"
"33168",2024-01-20,68,"Maluma & Carin Leon","Segun Quien"
"33169",2024-01-20,69,"Calle 24 x Chino Pacas x Fuerza Regida","Que Onda"
"33170",2024-01-20,70,"Grupo Frontera & Grupo Firme","El Amor de Su Vida"
"33171",2024-01-20,71,"The Red Clay Strays","Wondering Why"
"33172",2024-01-20,72,"Zach Bryan","Oklahoma Smokeshow"
"33173",2024-01-20,73,"George Birge","Mind On You"
"33174",2024-01-20,74,"Travis Scott Featuring Playboi Carti","FE!N"
"33175",2024-01-20,75,"Bad Bunny & Feid","Perro Negro"
"33176",2024-01-20,76,"Jung Kook","Standing Next To You"
"33177",2024-01-20,77,"4batz Featuring Drake","Act II: Date @ 8"
"33178",2024-01-20,78,"Drake","Virginia Beach"
"33179",2024-01-20,79,"Junior H","Y Lloro"
"33180",2024-01-20,80,"Noah Kahan With Hozier","Northern Attitude"
"33181",2024-01-20,81,"Oliver Anthony Music","Rich Men North Of Richmond"
"33182",2024-01-20,82,"Travis Scott","My Eyes"
"33183",2024-01-20,83,"Rod Wave","Great Gatsby"
"33184",2024-01-20,84,"Taylor Swift","You're Losing Me (From The Vault)"
"33185",2024-01-20,85,"Olivia Rodrigo","Bad Idea Right?"
"33186",2024-01-20,86,"Drake Featuring SZA","Slime You Out"
"33187",2024-01-20,87,"Taylor Swift","Now That We Don't Talk (Taylor's Version) [From The Vault]"
"33188",2024-01-20,88,"Thomas Rhett Featuring Morgan Wallen","Mamaw's House"
"33189",2024-01-20,89,"Dylan Gossett","Coal"
"33190",2024-01-20,90,"Zach Bryan","Tourniquet"
"33191",2024-01-20,91,"Juice WRLD, Eminem & benny blanco","Lace It"
"33192",2024-01-20,92,"Tate McRae","Run For The Hills"
"33193",2024-01-20,93,"Karol G","Mi Ex Tenia Razon"
"33194",2024-01-20,94,"Peso Pluma, Junior H & Oscar Maydon","Rompe La Dompe"
"33195",2024-01-20,95,"Dylan Scott","Can't Have Mine"
"33196",2024-01-20,96,"*NSYNC","Better Place"
"33197",2024-01-20,97,"Fuerza Regida","Sabor Fresa"
"33198",2024-01-20,98,"Fridayy","When It Comes To You"
"33199",2024-01-20,99,"Bailey Zimmerman","Where It Ends"
"33200",2024-01-20,100,"Tee Grizzley, Mariah The Scientist & Chris Brown","IDGAF"
"33201",2024-01-27,1,"Ariana Grande","Yes, And?"
"33202",2024-01-27,2,"Jack Harlow","Lovin On Me"
"33203",2024-01-27,3,"Taylor Swift","Cruel Summer"
"33204",2024-01-27,4,"Tate McRae","Greedy"
"33205",2024-01-27,5,"21 Savage","Redrum"
"33206",2024-01-27,6,"Zach Bryan Featuring Kacey Musgraves","I Remember Everything"
"33207",2024-01-27,7,"Doja Cat","Paint The Town Red"
"33208",2024-01-27,8,"Teddy Swims","Lose Control"
"33209",2024-01-27,9,"SZA","Snooze"
"33210",2024-01-27,10,"21 Savage, Travis Scott & Metro Boomin","Nee-nah"
"33211",2024-01-27,11,"Doja Cat","Agora Hills"
"33212",2024-01-27,12,"Tyla","Water"
"33213",2024-01-27,13,"Morgan Wallen","Last Night"
"33214",2024-01-27,14,"Morgan Wallen","Thinkin' Bout Me"
"33215",2024-01-27,15,"Luke Combs","Fast Car"
"33216",2024-01-27,16,"Noah Kahan","Stick Season"
"33217",2024-01-27,17,"Taylor Swift","Is It Over Now? (Taylor's Version) [From The Vault]"
"33218",2024-01-27,18,"21 Savage","All Of Me"
"33219",2024-01-27,19,"21 Savage & Doja Cat","N.H.I.E."
"33220",2024-01-27,20,"Billie Eilish","What Was I Made For?"
"33221",2024-01-27,21,"Chris Stapleton","White Horse"
"33222",2024-01-27,22,"Drake Featuring Sexyy Red & SZA","Rich Baby Daddy"
"33223",2024-01-27,23,"Kali Uchis & Peso Pluma","Igual Que Un Angel"
"33224",2024-01-27,24,"Xavi","La Diabla"
"33225",2024-01-27,25,"Nicki Minaj","FTCU"
"33226",2024-01-27,26,"Paul Russell","Lil Boo Thang"
"33227",2024-01-27,27,"Miley Cyrus","Flowers"
"33228",2024-01-27,28,"Nicki Minaj Featuring Lil Uzi Vert","Everybody"
"33229",2024-01-27,29,"Dua Lipa","Houdini"
"33230",2024-01-27,30,"Nate Smith","World On Fire"
"33231",2024-01-27,31,"21 Savage, Young Thug & Metro Boomin","Pop Ur Sht"
"33232",2024-01-27,32,"Gunna","Fukumean"
"33233",2024-01-27,33,"21 Savage","Sneaky"
"33234",2024-01-27,34,"Jelly Roll","Need A Favor"
"33235",2024-01-27,35,"21 Savage, Lil Durk & Metro Boomin","Dangerous"
"33236",2024-01-27,36,"Warren Zeiders","Pretty Little Poison"
"33237",2024-01-27,37,"Flo Milli","Never Lose Me"
"33238",2024-01-27,38,"Drake Featuring J. Cole","First Person Shooter"
"33239",2024-01-27,39,"Dua Lipa","Dance The Night"
"33240",2024-01-27,40,"21 Savage & Brent Faiyaz","Should've Wore A Bonnet"
"33241",2024-01-27,41,"Jelly Roll With Lainey Wilson","Save Me"
"33242",2024-01-27,42,"Olivia Rodrigo","Vampire"
"33243",2024-01-27,43,"21 Savage & Summer Walker","Prove It"
"33244",2024-01-27,44,"Jessie Murph & Jelly Roll","Wild Ones"
"33245",2024-01-27,45,"Miley Cyrus","Used To Be Young"
"33246",2024-01-27,46,"Mitski","My Love Mine All Mine"
"33247",2024-01-27,47,"Tate McRae","Exes"
"33248",2024-01-27,48,"Usher, Summer Walker & 21 Savage","Good Good"
"33249",2024-01-27,49,"HARDY","Truck Bed"
"33250",2024-01-27,50,"JID Featuring 21 Savage & Baby Tate","Surround Sound"
"33251",2024-01-27,51,"Victoria Monet","On My Mama"
"33252",2024-01-27,52,"Luke Combs","Where The Wild Things Are"
"33253",2024-01-27,53,"Sabrina Carpenter","Feather"
"33254",2024-01-27,54,"Kenya Grace","Strangers"
"33255",2024-01-27,55,"Xavi","La Victima"
"33256",2024-01-27,56,"Cody Johnson","The Painter"
"33257",2024-01-27,57,"21 Savage, Tommy Newport & Mikky Ekko","Red Sky"
"33258",2024-01-27,58,"Sophie Ellis-Bextor","Murder On The Dancefloor"
"33259",2024-01-27,59,"21 Savage","Letter To My Brudda"
"33260",2024-01-27,60,"Parker McCollum","Burn It Down"
"33261",2024-01-27,61,"Olivia Rodrigo","Get Him Back!"
"33262",2024-01-27,62,"Peso Pluma & Anitta","Bellakeo"
"33263",2024-01-27,63,"Drake","You Broke My Heart"
"33264",2024-01-27,64,"Bad Bunny","Monaco"
"33265",2024-01-27,65,"Fuerza Regida & Marshmello","Harley Quinn"
"33266",2024-01-27,66,"21 Savage","See The Real"
"33267",2024-01-27,67,"21 Savage, Burna Boy & Metro Boomin","Just Like Me"
"33268",2024-01-27,68,"Drake Featuring Yeat","IDGAF"
"33269",2024-01-27,69,"Lil Nas X","J Christ"
"33270",2024-01-27,70,"21 Savage & Mariah The Scientist","Dark Days"
"33271",2024-01-27,71,"Lil Tecca","500lbs"
"33272",2024-01-27,72,"Riley Green Featuring Luke Combs","Different 'Round Here"
"33273",2024-01-27,73,"The Weeknd, Jennie & Lily-Rose Depp","One Of The Girls"
"33274",2024-01-27,74,"Morgan Wallen Featuring Eric Church","Man Made A Bar"
"33275",2024-01-27,75,"310babii","Soak City"
"33276",2024-01-27,76,"4batz Featuring Drake","Act II: Date @ 8"
"33277",2024-01-27,77,"Kane Brown","I Can Feel It"
"33278",2024-01-27,78,"Dan + Shay","Save Me The Trouble"
"33279",2024-01-27,79,"Chayce Beckham","23"
"33280",2024-01-27,80,"BigXthaPlug","Mmhmm"
"33281",2024-01-27,81,"Carly Pearce Featuring Chris Stapleton","We Don't Fight Anymore"
"33282",2024-01-27,82,"Grupo Frontera & Grupo Firme","El Amor de Su Vida"
"33283",2024-01-27,83,"Calle 24 x Chino Pacas x Fuerza Regida","Que Onda"
"33284",2024-01-27,84,"The Red Clay Strays","Wondering Why"
"33285",2024-01-27,85,"Olivia Rodrigo","Can't Catch Me Now"
"33286",2024-01-27,86,"Travis Scott Featuring Playboi Carti","FE!N"
"33287",2024-01-27,87,"Jung Kook","Standing Next To You"
"33288",2024-01-27,88,"That Mexican OT","02.02.99"
"33289",2024-01-27,89,"Zach Bryan","Oklahoma Smokeshow"
"33290",2024-01-27,90,"Junior H","Y Lloro"
"33291",2024-01-27,91,"Bad Bunny & Feid","Perro Negro"
"33292",2024-01-27,92,"Maluma & Carin Leon","Segun Quien"
"33293",2024-01-27,93,"Muni Long","Made For Me"
"33294",2024-01-27,94,"Oliver Anthony Music","Rich Men North Of Richmond"
"33295",2024-01-27,95,"Noah Kahan With Hozier","Northern Attitude"
"33296",2024-01-27,96,"Thomas Rhett Featuring Morgan Wallen","Mamaw's House"
"33297",2024-01-27,97,"Travis Scott","My Eyes"
"33298",2024-01-27,98,"Drake","Virginia Beach"
"33299",2024-01-27,99,"Dylan Gossett","Coal"
"33300",2024-01-27,100,"Rod Wave","Great Gatsby"
"33301",2024-02-03,1,"Jack Harlow","Lovin On Me"
"33302",2024-02-03,2,"Taylor Swift","Cruel Summer"
"33303",2024-02-03,3,"Tate McRae","Greedy"
"33304",2024-02-03,4,"Teddy Swims","Lose Control"
"33305",2024-02-03,5,"Zach Bryan Featuring Kacey Musgraves","I Remember Everything"
"33306",2024-02-03,6,"Ariana Grande","Yes, And?"
"33307",2024-02-03,7,"Doja Cat","Agora Hills"
"33308",2024-02-03,8,"Doja Cat","Paint The Town Red"
"33309",2024-02-03,9,"SZA","Snooze"
"33310",2024-02-03,10,"21 Savage","Redrum"
"33311",2024-02-03,11,"Tyla","Water"
"33312",2024-02-03,12,"Morgan Wallen","Last Night"
"33313",2024-02-03,13,"Noah Kahan","Stick Season"
"33314",2024-02-03,14,"Morgan Wallen","Thinkin' Bout Me"
"33315",2024-02-03,15,"Benson Boone","Beautiful Things"
"33316",2024-02-03,16,"Luke Combs","Fast Car"
"33317",2024-02-03,17,"Taylor Swift","Is It Over Now? (Taylor's Version) [From The Vault]"
"33318",2024-02-03,18,"Chris Stapleton","White Horse"
"33319",2024-02-03,19,"Flo Milli","Never Lose Me"
"33320",2024-02-03,20,"Xavi","La Diabla"
"33321",2024-02-03,21,"Drake Featuring Sexyy Red & SZA","Rich Baby Daddy"
"33322",2024-02-03,22,"Kali Uchis & Peso Pluma","Igual Que Un Angel"
"33323",2024-02-03,23,"Billie Eilish","What Was I Made For?"
"33324",2024-02-03,24,"Nicki Minaj Featuring Lil Uzi Vert","Everybody"
"33325",2024-02-03,25,"Dua Lipa","Houdini"
"33326",2024-02-03,26,"Warren Zeiders","Pretty Little Poison"
"33327",2024-02-03,27,"Miley Cyrus","Flowers"
"33328",2024-02-03,28,"Paul Russell","Lil Boo Thang"
"33329",2024-02-03,29,"Nicki Minaj","FTCU"
"33330",2024-02-03,30,"21 Savage, Travis Scott & Metro Boomin","Nee-nah"
"33331",2024-02-03,31,"Luke Combs","Where The Wild Things Are"
"33332",2024-02-03,32,"Gunna","Fukumean"
"33333",2024-02-03,33,"Jelly Roll","Need A Favor"
"33334",2024-02-03,34,"Drake Featuring J. Cole","First Person Shooter"
"33335",2024-02-03,35,"Jessie Murph & Jelly Roll","Wild Ones"
"33336",2024-02-03,36,"Dua Lipa","Dance The Night"
"33337",2024-02-03,37,"Sabrina Carpenter","Feather"
"33338",2024-02-03,38,"Olivia Rodrigo","Vampire"
"33339",2024-02-03,39,"Nate Smith","World On Fire"
"33340",2024-02-03,40,"Mitski","My Love Mine All Mine"
"33341",2024-02-03,41,"JID Featuring 21 Savage & Baby Tate","Surround Sound"
"33342",2024-02-03,42,"Usher, Summer Walker & 21 Savage","Good Good"
"33343",2024-02-03,43,"Jelly Roll With Lainey Wilson","Save Me"
"33344",2024-02-03,44,"Muni Long","Made For Me"
"33345",2024-02-03,45,"Kenya Grace","Strangers"
"33346",2024-02-03,46,"Xavi","La Victima"
"33347",2024-02-03,47,"Tate McRae","Exes"
"33348",2024-02-03,48,"HARDY","Truck Bed"
"33349",2024-02-03,49,"Victoria Monet","On My Mama"
"33350",2024-02-03,50,"Cody Johnson","The Painter"
"33351",2024-02-03,51,"Sophie Ellis-Bextor","Murder On The Dancefloor"
"33352",2024-02-03,52,"21 Savage & Doja Cat","N.H.I.E."
"33353",2024-02-03,53,"Peso Pluma & Anitta","Bellakeo"
"33354",2024-02-03,54,"Olivia Rodrigo","Get Him Back!"
"33355",2024-02-03,55,"21 Savage","All Of Me"
"33356",2024-02-03,56,"Fuerza Regida & Marshmello","Harley Quinn"
"33357",2024-02-03,57,"21 Savage & Summer Walker","Prove It"
"33358",2024-02-03,58,"Megan Moroney","No Caller ID"
"33359",2024-02-03,59,"Parker McCollum","Burn It Down"
"33360",2024-02-03,60,"Drake","You Broke My Heart"
"33361",2024-02-03,61,"310babii","Soak City"
"33362",2024-02-03,62,"4batz Featuring Drake","Act II: Date @ 8"
"33363",2024-02-03,63,"21 Savage & Brent Faiyaz","Should've Wore A Bonnet"
"33364",2024-02-03,64,"Drake Featuring Yeat","IDGAF"
"33365",2024-02-03,65,"Lil Tecca","500lbs"
"33366",2024-02-03,66,"Bad Bunny","Monaco"
"33367",2024-02-03,67,"The Weeknd, Jennie & Lily-Rose Depp","One Of The Girls"
"33368",2024-02-03,68,"Morgan Wallen Featuring Eric Church","Man Made A Bar"
"33369",2024-02-03,69,"Riley Green Featuring Luke Combs","Different 'Round Here"
"33370",2024-02-03,70,"David Kushner","Skin And Bones"
"33371",2024-02-03,71,"21 Savage","Sneaky"
"33372",2024-02-03,72,"Kane Brown","I Can Feel It"
"33373",2024-02-03,73,"Chayce Beckham","23"
"33374",2024-02-03,74,"That Mexican OT","02.02.99"
"33375",2024-02-03,75,"BigXthaPlug","Mmhmm"
"33376",2024-02-03,76,"21 Savage, Lil Durk & Metro Boomin","Dangerous"
"33377",2024-02-03,77,"Travis Scott Featuring Playboi Carti","FE!N"
"33378",2024-02-03,78,"Grupo Frontera & Grupo Firme","El Amor de Su Vida"
"33379",2024-02-03,79,"Calle 24 x Chino Pacas x Fuerza Regida","Que Onda"
"33380",2024-02-03,80,"21 Savage, Young Thug & Metro Boomin","Pop Ur Sht"
"33381",2024-02-03,81,"Carly Pearce Featuring Chris Stapleton","We Don't Fight Anymore"
"33382",2024-02-03,82,"Junior H","Y Lloro"
"33383",2024-02-03,83,"Bad Bunny & Feid","Perro Negro"
"33384",2024-02-03,84,"The Red Clay Strays","Wondering Why"
"33385",2024-02-03,85,"Jung Kook","Standing Next To You"
"33386",2024-02-03,86,"Dylan Gossett","Coal"
"33387",2024-02-03,87,"Noah Kahan With Hozier","Northern Attitude"
"33388",2024-02-03,88,"Maluma & Carin Leon","Segun Quien"
"33389",2024-02-03,89,"Zach Bryan","Oklahoma Smokeshow"
"33390",2024-02-03,90,"Thomas Rhett Featuring Morgan Wallen","Mamaw's House"
"33391",2024-02-03,91,"Olivia Rodrigo","Can't Catch Me Now"
"33392",2024-02-03,92,"Travis Scott","My Eyes"
"33393",2024-02-03,93,"Drake","Virginia Beach"
"33394",2024-02-03,94,"Oscar Ortiz X Edgardo Nunez","First Love"
"33395",2024-02-03,95,"Offset & Don Toliver","Worth It"
"33396",2024-02-03,96,"Chris Brown Featuring Davido & Lojay","Sensational"
"33397",2024-02-03,97,"Fridayy","When It Comes To You"
"33398",2024-02-03,98,"Tee Grizzley, Mariah The Scientist & Chris Brown","IDGAF"
"33399",2024-02-03,99,"Dan + Shay","Save Me The Trouble"
"33400",2024-02-03,100,"21 Savage, Tommy Newport & Mikky Ekko","Red Sky"
"33401",2024-02-10,1,"Megan Thee Stallion","Megan Thee Stallion Invites Fans to Become 'Otaku Hotties' with New AirBnb Partnership"
"33402",2024-02-10,2,"Jack Harlow","Hiss"
"33403",2024-02-10,3,"Taylor Swift","Lovin On Me"
"33404",2024-02-10,4,"Teddy Swims","Cruel Summer"
"33405",2024-02-10,5,"Tate McRae","Lose Control"
"33406",2024-02-10,6,"Zach Bryan Featuring Kacey Musgraves","Greedy"
"33407",2024-02-10,7,"Doja Cat","I Remember Everything"
"33408",2024-02-10,8,"Benson Boone","Agora Hills"
"33409",2024-02-10,9,"21 Savage","Beautiful Things"
"33410",2024-02-10,10,"SZA","Redrum"
"33411",2024-02-10,11,"Tyla","Snooze"
"33412",2024-02-10,12,"Noah Kahan","Water"
"33413",2024-02-10,13,"Doja Cat","Stick Season"
"33414",2024-02-10,14,"Morgan Wallen","Paint The Town Red"
"33415",2024-02-10,15,"Morgan Wallen","Last Night"
"33416",2024-02-10,16,"Tom MacDonald X Ben Shapiro","Thinkin' Bout Me"
"33417",2024-02-10,17,"Ariana Grande","Facts"
"33418",2024-02-10,18,"Flo Milli","Yes, And?"
"33419",2024-02-10,19,"Justin Timberlake","Never Lose Me"
"33420",2024-02-10,20,"Luke Combs","Selfish"
"33421",2024-02-10,21,"Taylor Swift","Fast Car"
"33422",2024-02-10,22,"Xavi","Is It Over Now? (Taylor's Version) [From The Vault]"
"33423",2024-02-10,23,"Nicki Minaj","La Diabla"
"33424",2024-02-10,24,"Morgan Wallen","Big Foot"
"33425",2024-02-10,25,"Chris Stapleton","Spin You Around (1/24)"
"33426",2024-02-10,26,"Nicki Minaj Featuring Lil Uzi Vert","White Horse"
"33427",2024-02-10,27,"Warren Zeiders","Everybody"
"33428",2024-02-10,28,"Muni Long","Pretty Little Poison"
"33429",2024-02-10,29,"Drake Featuring Sexyy Red & SZA","Made For Me"
"33430",2024-02-10,30,"Dua Lipa","Rich Baby Daddy"
"33431",2024-02-10,31,"Billie Eilish","Houdini"
"33432",2024-02-10,32,"Miley Cyrus","What Was I Made For?"
"33433",2024-02-10,33,"Luke Combs","Flowers"
"33434",2024-02-10,34,"Kali Uchis & Peso Pluma","Where The Wild Things Are"
"33435",2024-02-10,35,"Jessie Murph & Jelly Roll","Igual Que Un Angel"
"33436",2024-02-10,36,"Sabrina Carpenter","Wild Ones"
"33437",2024-02-10,37,"Ice Spice","Feather"
"33438",2024-02-10,38,"Paul Russell","Think U The Shit (Fart)"
"33439",2024-02-10,39,"Gunna","Lil Boo Thang"
"33440",2024-02-10,40,"Nicki Minaj","Fukumean"
"33441",2024-02-10,41,"Jelly Roll","FTCU"
"33442",2024-02-10,42,"Usher, Summer Walker & 21 Savage","Need A Favor"
"33443",2024-02-10,43,"Dua Lipa","Good Good"
"33444",2024-02-10,44,"Cody Johnson","Dance The Night"
"33445",2024-02-10,45,"Drake Featuring J. Cole","The Painter"
"33446",2024-02-10,46,"Olivia Rodrigo","First Person Shooter"
"33447",2024-02-10,47,"JID Featuring 21 Savage & Baby Tate","Vampire"
"33448",2024-02-10,48,"Nate Smith","Surround Sound"
"33449",2024-02-10,49,"Jelly Roll With Lainey Wilson","World On Fire"
"33450",2024-02-10,50,"Victoria Monet","Save Me"
"33451",2024-02-10,51,"HARDY","On My Mama"
"33452",2024-02-10,52,"Mitski","Truck Bed"
"33453",2024-02-10,53,"Xavi","My Love Mine All Mine"
"33454",2024-02-10,54,"Tate McRae","La Victima"
"33455",2024-02-10,55,"Kenya Grace","Exes"
"33456",2024-02-10,56,"21 Savage, Travis Scott & Metro Boomin","Strangers"
"33457",2024-02-10,57,"Sophie Ellis-Bextor","Nee-nah"
"33458",2024-02-10,58,"The Weeknd, Jennie & Lily-Rose Depp","Murder On The Dancefloor"
"33459",2024-02-10,59,"4batz Featuring Drake","One Of The Girls"
"33460",2024-02-10,60,"Parker McCollum","Act II: Date @ 8"
"33461",2024-02-10,61,"Drake","Burn It Down"
"33462",2024-02-10,62,"Fuerza Regida & Marshmello","You Broke My Heart"
"33463",2024-02-10,63,"Peso Pluma & Anitta","Harley Quinn"
"33464",2024-02-10,64,"Morgan Wallen Featuring Eric Church","Bellakeo"
"33465",2024-02-10,65,"Drake Featuring Yeat","Man Made A Bar"
"33466",2024-02-10,66,"Riley Green Featuring Luke Combs","IDGAF"
"33467",2024-02-10,67,"Bad Bunny","Different 'Round Here"
"33468",2024-02-10,68,"Lil Tecca","Monaco"
"33469",2024-02-10,69,"310babii","500lbs"
"33470",2024-02-10,70,"21 Savage & Summer Walker","Soak City"
"33471",2024-02-10,71,"21 Savage & Doja Cat","Prove It"
"33472",2024-02-10,72,"21 Savage","N.H.I.E."
"33473",2024-02-10,73,"Kane Brown","All Of Me"
"33474",2024-02-10,74,"YG Marley","I Can Feel It"
"33475",2024-02-10,75,"Chayce Beckham","Praise Jah In The Moonlight"
"33476",2024-02-10,76,"21 Savage & Brent Faiyaz","23"
"33477",2024-02-10,77,"Good Neighbours","Should've Wore A Bonnet"
"33478",2024-02-10,78,"BigXthaPlug","Home"
"33479",2024-02-10,79,"Rich Amiri","Mmhmm"
"33480",2024-02-10,80,"Carly Pearce Featuring Chris Stapleton","One Call"
"33481",2024-02-10,81,"Travis Scott Featuring Playboi Carti","We Don't Fight Anymore"
"33482",2024-02-10,82,"Calle 24 x Chino Pacas x Fuerza Regida","FE!N"
"33483",2024-02-10,83,"Bad Bunny & Feid","Que Onda"
"33484",2024-02-10,84,"Thomas Rhett Featuring Morgan Wallen","Perro Negro"
"33485",2024-02-10,85,"Junior H","Mamaw's House"
"33486",2024-02-10,86,"Zach Bryan","Y Lloro"
"33487",2024-02-10,87,"Dylan Gossett","Oklahoma Smokeshow"
"33488",2024-02-10,88,"Megan Moroney","Coal"
"33489",2024-02-10,89,"Conner Smith","No Caller ID"
"33490",2024-02-10,90,"The Red Clay Strays","Creek Will Rise"
"33491",2024-02-10,91,"Oscar Ortiz X Edgardo Nunez","Wondering Why"
"33492",2024-02-10,92,"Christian Nodal & Peso Pluma","First Love"
"33493",2024-02-10,93,"That Mexican OT","La Intencion"
"33494",2024-02-10,94,"Jung Kook","02.02.99"
"33495",2024-02-10,95,"21 Savage","Standing Next To You"
"33496",2024-02-10,96,"Lainey Wilson","Sneaky"
"33497",2024-02-10,97,"Noah Kahan With Hozier","Wildflowers And Wild Horses"
"33498",2024-02-10,98,"Chris Janson","Northern Attitude"
"33499",2024-02-10,99,"Travis Scott","All I Need Is You"
"33500",2024-02-10,100,"Offset & Don Toliver","My Eyes"
"33501",2024-02-17,1,"Jack Harlow","Lovin On Me"
"33502",2024-02-17,2,"Teddy Swims","Lose Control"
"33503",2024-02-17,3,"Benson Boone","Beautiful Things"
"33504",2024-02-17,4,"Taylor Swift","Cruel Summer"
"33505",2024-02-17,5,"SZA","Snooze"
"33506",2024-02-17,6,"Zach Bryan Featuring Kacey Musgraves","I Remember Everything"
"33507",2024-02-17,7,"Tate McRae","Greedy"
"33508",2024-02-17,8,"Luke Combs","Fast Car"
"33509",2024-02-17,9,"Doja Cat","Agora Hills"
"33510",2024-02-17,10,"Miley Cyrus","Flowers"
"33511",2024-02-17,11,"Noah Kahan","Stick Season"
"33512",2024-02-17,12,"Tyla","Water"
"33513",2024-02-17,13,"Megan Thee Stallion","Hiss"
"33514",2024-02-17,14,"21 Savage","Redrum"
"33515",2024-02-17,15,"Morgan Wallen","Last Night"
"33516",2024-02-17,16,"Morgan Wallen","Thinkin' Bout Me"
"33517",2024-02-17,17,"Doja Cat","Paint The Town Red"
"33518",2024-02-17,18,"Taylor Swift","Is It Over Now? (Taylor's Version) [From The Vault]"
"33519",2024-02-17,19,"Flo Milli","Never Lose Me"
"33520",2024-02-17,20,"Billie Eilish","What Was I Made For?"
"33521",2024-02-17,21,"Ariana Grande","Yes, And?"
"33522",2024-02-17,22,"Dua Lipa","Houdini"
"33523",2024-02-17,23,"Justin Timberlake","Selfish"
"33524",2024-02-17,24,"Warren Zeiders","Pretty Little Poison"
"33525",2024-02-17,25,"Xavi","La Diabla"
"33526",2024-02-17,26,"Luke Combs","Where The Wild Things Are"
"33527",2024-02-17,27,"Nicki Minaj Featuring Lil Uzi Vert","Everybody"
"33528",2024-02-17,28,"Muni Long","Made For Me"
"33529",2024-02-17,29,"Olivia Rodrigo","Vampire"
"33530",2024-02-17,30,"Cody Johnson","The Painter"
"33531",2024-02-17,31,"Chris Stapleton","White Horse"
"33532",2024-02-17,32,"Drake Featuring Sexyy Red & SZA","Rich Baby Daddy"
"33533",2024-02-17,33,"Victoria Monet","On My Mama"
"33534",2024-02-17,34,"Tate McRae","Exes"
"33535",2024-02-17,35,"Jessie Murph & Jelly Roll","Wild Ones"
"33536",2024-02-17,36,"Sabrina Carpenter","Feather"
"33537",2024-02-17,37,"Dua Lipa","Dance The Night"
"33538",2024-02-17,38,"Don Toliver","Bandit"
"33539",2024-02-17,39,"Jelly Roll","Need A Favor"
"33540",2024-02-17,40,"Jelly Roll With Lainey Wilson","Save Me"
"33541",2024-02-17,41,"Gunna","Fukumean"
"33542",2024-02-17,42,"Tracy Chapman","Fast Car"
"33543",2024-02-17,43,"Paul Russell","Lil Boo Thang"
"33544",2024-02-17,44,"Nate Smith","World On Fire"
"33545",2024-02-17,45,"Usher, Summer Walker & 21 Savage","Good Good"
"33546",2024-02-17,46,"HARDY","Truck Bed"
"33547",2024-02-17,47,"Drake Featuring J. Cole","First Person Shooter"
"33548",2024-02-17,48,"JID Featuring 21 Savage & Baby Tate","Surround Sound"
"33549",2024-02-17,49,"Kenya Grace","Strangers"
"33550",2024-02-17,50,"Mitski","My Love Mine All Mine"
"33551",2024-02-17,51,"Morgan Wallen","Spin You Around (1/24)"
"33552",2024-02-17,52,"Ice Spice","Think U The Shit (Fart)"
"33553",2024-02-17,53,"Kali Uchis & Peso Pluma","Igual Que Un Angel"
"33554",2024-02-17,54,"Nicki Minaj","FTCU"
"33555",2024-02-17,55,"Parker McCollum","Burn It Down"
"33556",2024-02-17,56,"Xavi","La Victima"
"33557",2024-02-17,57,"The Weeknd, Jennie & Lily-Rose Depp","One Of The Girls"
"33558",2024-02-17,58,"21 Savage, Travis Scott & Metro Boomin","Nee-nah"
"33559",2024-02-17,59,"Sophie Ellis-Bextor","Murder On The Dancefloor"
"33560",2024-02-17,60,"YG Marley","Praise Jah In The Moonlight"
"33561",2024-02-17,61,"4batz Featuring Drake","Act II: Date @ 8"
"33562",2024-02-17,62,"Billy Joel","Turn The Lights Back On"
"33563",2024-02-17,63,"Morgan Wallen Featuring Eric Church","Man Made A Bar"
"33564",2024-02-17,64,"Rich Amiri","One Call"
